model,run,step,node_or_outcome,value
voter,7,91,tracked_state_1,8
voter,7,92,tracked_state_1,8
voter,7,93,tracked_state_1,8
voter,7,94,tracked_state_1,8
voter,7,95,tracked_state_1,8
voter,7,96,tracked_state_1,8
voter,7,97,tracked_state_1,8
voter,7,98,tracked_state_1,8
voter,7,99,tracked_state_1,8
voter,7,100,tracked_state_1,7
voter,8,0,tracked_state_1,10
voter,8,1,tracked_state_1,10
voter,8,2,tracked_state_1,10
voter,8,3,tracked_state_1,10
voter,8,4,tracked_state_1,10
voter,8,5,tracked_state_1,10
voter,8,6,tracked_state_1,10
voter,8,7,tracked_state_1,10
voter,8,8,tracked_state_1,10
voter,8,9,tracked_state_1,10
voter,8,10,tracked_state_1,10
voter,8,11,tracked_state_1,10
voter,8,12,tracked_state_1,10
voter,8,13,tracked_state_1,10
voter,8,14,tracked_state_1,10
voter,8,15,tracked_state_1,10
voter,8,16,tracked_state_1,10
voter,8,17,tracked_state_1,10
voter,8,18,tracked_state_1,10
voter,8,19,tracked_state_1,10
voter,8,20,tracked_state_1,9
voter,8,21,tracked_state_1,9
voter,8,22,tracked_state_1,9
voter,8,23,tracked_state_1,9
voter,8,24,tracked_state_1,9
voter,8,25,tracked_state_1,9
voter,8,26,tracked_state_1,9
voter,8,27,tracked_state_1,9
voter,8,28,tracked_state_1,9
voter,8,29,tracked_state_1,9
voter,8,30,tracked_state_1,9
voter,8,31,tracked_state_1,9
voter,8,32,tracked_state_1,9
voter,8,33,tracked_state_1,9
voter,8,34,tracked_state_1,10
voter,8,35,tracked_state_1,10
voter,8,36,tracked_state_1,10
voter,8,37,tracked_state_1,10
voter,8,38,tracked_state_1,10
voter,8,39,tracked_state_1,10
voter,8,40,tracked_state_1,10
voter,8,41,tracked_state_1,11
voter,8,42,tracked_state_1,11
voter,8,43,tracked_state_1,11
voter,8,44,tracked_state_1,10
voter,8,45,tracked_state_1,10
voter,8,46,tracked_state_1,11
voter,8,47,tracked_state_1,11
voter,8,48,tracked_state_1,11
voter,8,49,tracked_state_1,11
voter,8,50,tracked_state_1,11
voter,8,51,tracked_state_1,11
voter,8,52,tracked_state_1,11
voter,8,53,tracked_state_1,11
voter,8,54,tracked_state_1,11
voter,8,55,tracked_state_1,11
voter,8,56,tracked_state_1,11
voter,8,57,tracked_state_1,11
voter,8,58,tracked_state_1,11
voter,8,59,tracked_state_1,12
voter,8,60,tracked_state_1,12
voter,8,61,tracked_state_1,12
voter,8,62,tracked_state_1,12
voter,8,63,tracked_state_1,12
voter,8,64,tracked_state_1,12
voter,8,65,tracked_state_1,12
voter,8,66,tracked_state_1,12
voter,8,67,tracked_state_1,12
voter,8,68,tracked_state_1,12
voter,8,69,tracked_state_1,12
voter,8,70,tracked_state_1,12
voter,8,71,tracked_state_1,12
voter,8,72,tracked_state_1,12
voter,8,73,tracked_state_1,12
voter,8,74,tracked_state_1,12
voter,8,75,tracked_state_1,12
voter,8,76,tracked_state_1,12
voter,8,77,tracked_state_1,12
voter,8,78,tracked_state_1,12
voter,8,79,tracked_state_1,12
voter,8,80,tracked_state_1,12
voter,8,81,tracked_state_1,12
voter,8,82,tracked_state_1,12
voter,8,83,tracked_state_1,13
voter,8,84,tracked_state_1,13
voter,8,85,tracked_state_1,13
voter,8,86,tracked_state_1,13
voter,8,87,tracked_state_1,13
voter,8,88,tracked_state_1,13
voter,8,89,tracked_state_1,13
voter,8,90,tracked_state_1,13
voter,8,91,tracked_state_1,13
voter,8,92,tracked_state_1,13
voter,8,93,tracked_state_1,13
voter,8,94,tracked_state_1,13
voter,8,95,tracked_state_1,13
voter,8,96,tracked_state_1,12
voter,8,97,tracked_state_1,12
voter,8,98,tracked_state_1,12
voter,8,99,tracked_state_1,12
voter,8,100,tracked_state_1,11
voter,9,0,tracked_state_1,10
voter,9,1,tracked_state_1,10
voter,9,2,tracked_state_1,10
voter,9,3,tracked_state_1,10
voter,9,4,tracked_state_1,10
voter,9,5,tracked_state_1,10
voter,9,6,tracked_state_1,10
voter,9,7,tracked_state_1,10
voter,9,8,tracked_state_1,10
voter,9,9,tracked_state_1,10
voter,9,10,tracked_state_1,10
voter,9,11,tracked_state_1,10
voter,9,12,tracked_state_1,10
voter,9,13,tracked_state_1,10
voter,9,14,tracked_state_1,10
voter,9,15,tracked_state_1,10
voter,9,16,tracked_state_1,10
voter,9,17,tracked_state_1,10
voter,9,18,tracked_state_1,10
voter,9,19,tracked_state_1,9
voter,9,20,tracked_state_1,9
voter,9,21,tracked_state_1,9
voter,9,22,tracked_state_1,9
voter,9,23,tracked_state_1,9
voter,9,24,tracked_state_1,10
voter,9,25,tracked_state_1,10
voter,9,26,tracked_state_1,11
voter,9,27,tracked_state_1,11
voter,9,28,tracked_state_1,11
voter,9,29,tracked_state_1,11
voter,9,30,tracked_state_1,11
voter,9,31,tracked_state_1,11
voter,9,32,tracked_state_1,11
voter,9,33,tracked_state_1,11
voter,9,34,tracked_state_1,11
voter,9,35,tracked_state_1,11
voter,9,36,tracked_state_1,11
voter,9,37,tracked_state_1,11
voter,9,38,tracked_state_1,11
voter,9,39,tracked_state_1,11
voter,9,40,tracked_state_1,11
voter,9,41,tracked_state_1,11
voter,9,42,tracked_state_1,10
voter,9,43,tracked_state_1,9
voter,9,44,tracked_state_1,9
voter,9,45,tracked_state_1,9
voter,9,46,tracked_state_1,9
voter,9,47,tracked_state_1,9
voter,9,48,tracked_state_1,9
voter,9,49,tracked_state_1,9
voter,9,50,tracked_state_1,9
voter,9,51,tracked_state_1,9
voter,9,52,tracked_state_1,9
voter,9,53,tracked_state_1,9
voter,9,54,tracked_state_1,9
voter,9,55,tracked_state_1,9
voter,9,56,tracked_state_1,9
voter,9,57,tracked_state_1,9
voter,9,58,tracked_state_1,9
voter,9,59,tracked_state_1,9
voter,9,60,tracked_state_1,9
voter,9,61,tracked_state_1,9
voter,9,62,tracked_state_1,9
voter,9,63,tracked_state_1,9
voter,9,64,tracked_state_1,9
voter,9,65,tracked_state_1,9
voter,9,66,tracked_state_1,9
voter,9,67,tracked_state_1,9
voter,9,68,tracked_state_1,9
voter,9,69,tracked_state_1,9
voter,9,70,tracked_state_1,9
voter,9,71,tracked_state_1,9
voter,9,72,tracked_state_1,9
voter,9,73,tracked_state_1,9
voter,9,74,tracked_state_1,9
voter,9,75,tracked_state_1,10
voter,9,76,tracked_state_1,10
voter,9,77,tracked_state_1,10
voter,9,78,tracked_state_1,10
voter,9,79,tracked_state_1,10
voter,9,80,tracked_state_1,10
voter,9,81,tracked_state_1,10
voter,9,82,tracked_state_1,10
voter,9,83,tracked_state_1,10
voter,9,84,tracked_state_1,10
voter,9,85,tracked_state_1,10
voter,9,86,tracked_state_1,10
voter,9,87,tracked_state_1,10
voter,9,88,tracked_state_1,10
voter,9,89,tracked_state_1,10
voter,9,90,tracked_state_1,10
voter,9,91,tracked_state_1,9
voter,9,92,tracked_state_1,8
voter,9,93,tracked_state_1,8
voter,9,94,tracked_state_1,8
voter,9,95,tracked_state_1,8
voter,9,96,tracked_state_1,8
voter,9,97,tracked_state_1,8
voter,9,98,tracked_state_1,8
voter,9,99,tracked_state_1,8
voter,9,100,tracked_state_1,8
voter,10,0,tracked_state_1,10
voter,10,1,tracked_state_1,10
voter,10,2,tracked_state_1,11
voter,10,3,tracked_state_1,11
voter,10,4,tracked_state_1,11
voter,10,5,tracked_state_1,11
voter,10,6,tracked_state_1,10
voter,10,7,tracked_state_1,10
voter,10,8,tracked_state_1,11
voter,10,9,tracked_state_1,10
voter,10,10,tracked_state_1,10
voter,10,11,tracked_state_1,10
voter,10,12,tracked_state_1,10
voter,10,13,tracked_state_1,10
voter,10,14,tracked_state_1,10
voter,10,15,tracked_state_1,10
voter,10,16,tracked_state_1,11
voter,10,17,tracked_state_1,11
voter,10,18,tracked_state_1,11
voter,10,19,tracked_state_1,11
voter,10,20,tracked_state_1,11
voter,10,21,tracked_state_1,11
voter,10,22,tracked_state_1,11
voter,10,23,tracked_state_1,11
voter,10,24,tracked_state_1,11
voter,10,25,tracked_state_1,11
voter,10,26,tracked_state_1,11
voter,10,27,tracked_state_1,11
voter,10,28,tracked_state_1,11
voter,10,29,tracked_state_1,11
voter,10,30,tracked_state_1,11
voter,10,31,tracked_state_1,11
voter,10,32,tracked_state_1,11
voter,10,33,tracked_state_1,11
voter,10,34,tracked_state_1,11
voter,10,35,tracked_state_1,11
voter,10,36,tracked_state_1,11
voter,10,37,tracked_state_1,11
voter,10,38,tracked_state_1,11
voter,10,39,tracked_state_1,11
voter,10,40,tracked_state_1,11
voter,10,41,tracked_state_1,11
voter,10,42,tracked_state_1,11
voter,10,43,tracked_state_1,11
voter,10,44,tracked_state_1,11
voter,10,45,tracked_state_1,11
voter,10,46,tracked_state_1,11
voter,10,47,tracked_state_1,11
voter,10,48,tracked_state_1,11
voter,10,49,tracked_state_1,11
voter,10,50,tracked_state_1,11
voter,10,51,tracked_state_1,11
voter,10,52,tracked_state_1,11
voter,10,53,tracked_state_1,11
voter,10,54,tracked_state_1,11
voter,10,55,tracked_state_1,11
voter,10,56,tracked_state_1,11
voter,10,57,tracked_state_1,11
voter,10,58,tracked_state_1,11
voter,10,59,tracked_state_1,12
voter,10,60,tracked_state_1,13
voter,10,61,tracked_state_1,13
voter,10,62,tracked_state_1,13
voter,10,63,tracked_state_1,13
voter,10,64,tracked_state_1,13
voter,10,65,tracked_state_1,13
voter,10,66,tracked_state_1,13
voter,10,67,tracked_state_1,13
voter,10,68,tracked_state_1,14
voter,10,69,tracked_state_1,14
voter,10,70,tracked_state_1,14
voter,10,71,tracked_state_1,14
voter,10,72,tracked_state_1,13
voter,10,73,tracked_state_1,13
voter,10,74,tracked_state_1,13
voter,10,75,tracked_state_1,13
voter,10,76,tracked_state_1,13
voter,10,77,tracked_state_1,13
voter,10,78,tracked_state_1,13
voter,10,79,tracked_state_1,13
voter,10,80,tracked_state_1,13
voter,10,81,tracked_state_1,13
voter,10,82,tracked_state_1,13
voter,10,83,tracked_state_1,13
voter,10,84,tracked_state_1,13
voter,10,85,tracked_state_1,12
voter,10,86,tracked_state_1,12
voter,10,87,tracked_state_1,12
voter,10,88,tracked_state_1,12
voter,10,89,tracked_state_1,12
voter,10,90,tracked_state_1,11
voter,10,91,tracked_state_1,12
voter,10,92,tracked_state_1,12
voter,10,93,tracked_state_1,12
voter,10,94,tracked_state_1,12
voter,10,95,tracked_state_1,12
voter,10,96,tracked_state_1,12
voter,10,97,tracked_state_1,12
voter,10,98,tracked_state_1,11
voter,10,99,tracked_state_1,11
voter,10,100,tracked_state_1,11
voter,11,0,tracked_state_1,10
voter,11,1,tracked_state_1,10
voter,11,2,tracked_state_1,10
voter,11,3,tracked_state_1,10
voter,11,4,tracked_state_1,10
voter,11,5,tracked_state_1,10
voter,11,6,tracked_state_1,10
voter,11,7,tracked_state_1,10
voter,11,8,tracked_state_1,10
voter,11,9,tracked_state_1,10
voter,11,10,tracked_state_1,10
voter,11,11,tracked_state_1,10
voter,11,12,tracked_state_1,10
voter,11,13,tracked_state_1,10
voter,11,14,tracked_state_1,10
voter,11,15,tracked_state_1,10
voter,11,16,tracked_state_1,10
voter,11,17,tracked_state_1,10
voter,11,18,tracked_state_1,10
voter,11,19,tracked_state_1,10
voter,11,20,tracked_state_1,10
voter,11,21,tracked_state_1,10
voter,11,22,tracked_state_1,10
voter,11,23,tracked_state_1,10
voter,11,24,tracked_state_1,10
voter,11,25,tracked_state_1,10
voter,11,26,tracked_state_1,10
voter,11,27,tracked_state_1,10
voter,11,28,tracked_state_1,10
voter,11,29,tracked_state_1,10
voter,11,30,tracked_state_1,9
voter,11,31,tracked_state_1,9
voter,11,32,tracked_state_1,9
voter,11,33,tracked_state_1,9
voter,11,34,tracked_state_1,9
voter,11,35,tracked_state_1,9
voter,11,36,tracked_state_1,9
voter,11,37,tracked_state_1,9
voter,11,38,tracked_state_1,9
voter,11,39,tracked_state_1,10
voter,11,40,tracked_state_1,10
voter,11,41,tracked_state_1,10
voter,11,42,tracked_state_1,10
voter,11,43,tracked_state_1,10
voter,11,44,tracked_state_1,10
voter,11,45,tracked_state_1,10
voter,11,46,tracked_state_1,10
voter,11,47,tracked_state_1,10
voter,11,48,tracked_state_1,11
voter,11,49,tracked_state_1,11
voter,11,50,tracked_state_1,11
voter,11,51,tracked_state_1,10
voter,11,52,tracked_state_1,10
voter,11,53,tracked_state_1,10
voter,11,54,tracked_state_1,10
voter,11,55,tracked_state_1,10
voter,11,56,tracked_state_1,10
voter,11,57,tracked_state_1,10
voter,11,58,tracked_state_1,10
voter,11,59,tracked_state_1,9
voter,11,60,tracked_state_1,9
voter,11,61,tracked_state_1,9
voter,11,62,tracked_state_1,9
voter,11,63,tracked_state_1,10
voter,11,64,tracked_state_1,10
voter,11,65,tracked_state_1,10
voter,11,66,tracked_state_1,10
voter,11,67,tracked_state_1,10
voter,11,68,tracked_state_1,10
voter,11,69,tracked_state_1,10
voter,11,70,tracked_state_1,10
voter,11,71,tracked_state_1,10
voter,11,72,tracked_state_1,10
voter,11,73,tracked_state_1,10
voter,11,74,tracked_state_1,10
voter,11,75,tracked_state_1,10
voter,11,76,tracked_state_1,10
voter,11,77,tracked_state_1,10
voter,11,78,tracked_state_1,10
voter,11,79,tracked_state_1,10
voter,11,80,tracked_state_1,10
voter,11,81,tracked_state_1,10
voter,11,82,tracked_state_1,10
voter,11,83,tracked_state_1,10
voter,11,84,tracked_state_1,10
voter,11,85,tracked_state_1,10
voter,11,86,tracked_state_1,10
voter,11,87,tracked_state_1,10
voter,11,88,tracked_state_1,10
voter,11,89,tracked_state_1,10
voter,11,90,tracked_state_1,9
voter,11,91,tracked_state_1,9
voter,11,92,tracked_state_1,9
voter,11,93,tracked_state_1,9
voter,11,94,tracked_state_1,9
voter,11,95,tracked_state_1,9
voter,11,96,tracked_state_1,9
voter,11,97,tracked_state_1,9
voter,11,98,tracked_state_1,9
voter,11,99,tracked_state_1,9
voter,11,100,tracked_state_1,10
voter,12,0,tracked_state_1,10
voter,12,1,tracked_state_1,10
voter,12,2,tracked_state_1,10
voter,12,3,tracked_state_1,10
voter,12,4,tracked_state_1,10
voter,12,5,tracked_state_1,10
voter,12,6,tracked_state_1,10
voter,12,7,tracked_state_1,10
voter,12,8,tracked_state_1,10
voter,12,9,tracked_state_1,9
voter,12,10,tracked_state_1,9
voter,12,11,tracked_state_1,8
voter,12,12,tracked_state_1,9
voter,12,13,tracked_state_1,9
voter,12,14,tracked_state_1,9
voter,12,15,tracked_state_1,9
voter,12,16,tracked_state_1,9
voter,12,17,tracked_state_1,9
voter,12,18,tracked_state_1,9
voter,12,19,tracked_state_1,9
voter,12,20,tracked_state_1,9
voter,12,21,tracked_state_1,9
voter,12,22,tracked_state_1,9
voter,12,23,tracked_state_1,8
voter,12,24,tracked_state_1,8
voter,12,25,tracked_state_1,8
voter,12,26,tracked_state_1,8
voter,12,27,tracked_state_1,8
voter,12,28,tracked_state_1,8
voter,12,29,tracked_state_1,8
voter,12,30,tracked_state_1,8
voter,12,31,tracked_state_1,8
voter,12,32,tracked_state_1,8
voter,12,33,tracked_state_1,8
voter,12,34,tracked_state_1,8
voter,12,35,tracked_state_1,8
voter,12,36,tracked_state_1,7
voter,12,37,tracked_state_1,6
voter,12,38,tracked_state_1,6
voter,12,39,tracked_state_1,6
voter,12,40,tracked_state_1,6
voter,12,41,tracked_state_1,6
voter,12,42,tracked_state_1,6
voter,12,43,tracked_state_1,6
voter,12,44,tracked_state_1,6
voter,12,45,tracked_state_1,6
voter,12,46,tracked_state_1,6
voter,12,47,tracked_state_1,6
voter,12,48,tracked_state_1,6
voter,12,49,tracked_state_1,6
voter,12,50,tracked_state_1,6
voter,12,51,tracked_state_1,5
voter,12,52,tracked_state_1,5
voter,12,53,tracked_state_1,5
voter,12,54,tracked_state_1,5
voter,12,55,tracked_state_1,5
voter,12,56,tracked_state_1,5
voter,12,57,tracked_state_1,5
voter,12,58,tracked_state_1,4
voter,12,59,tracked_state_1,4
voter,12,60,tracked_state_1,5
voter,12,61,tracked_state_1,5
voter,12,62,tracked_state_1,5
voter,12,63,tracked_state_1,5
voter,12,64,tracked_state_1,5
voter,12,65,tracked_state_1,5
voter,12,66,tracked_state_1,5
voter,12,67,tracked_state_1,5
voter,12,68,tracked_state_1,5
voter,12,69,tracked_state_1,5
voter,12,70,tracked_state_1,5
voter,12,71,tracked_state_1,6
voter,12,72,tracked_state_1,6
voter,12,73,tracked_state_1,6
voter,12,74,tracked_state_1,6
voter,12,75,tracked_state_1,6
voter,12,76,tracked_state_1,6
voter,12,77,tracked_state_1,6
voter,12,78,tracked_state_1,6
voter,12,79,tracked_state_1,6
voter,12,80,tracked_state_1,6
voter,12,81,tracked_state_1,6
voter,12,82,tracked_state_1,6
voter,12,83,tracked_state_1,6
voter,12,84,tracked_state_1,6
voter,12,85,tracked_state_1,6
voter,12,86,tracked_state_1,6
voter,12,87,tracked_state_1,5
voter,12,88,tracked_state_1,5
voter,12,89,tracked_state_1,5
voter,12,90,tracked_state_1,5
voter,12,91,tracked_state_1,5
voter,12,92,tracked_state_1,5
voter,12,93,tracked_state_1,5
voter,12,94,tracked_state_1,5
voter,12,95,tracked_state_1,5
voter,12,96,tracked_state_1,5
voter,12,97,tracked_state_1,5
voter,12,98,tracked_state_1,4
voter,12,99,tracked_state_1,4
voter,12,100,tracked_state_1,4
voter,13,0,tracked_state_1,10
voter,13,1,tracked_state_1,10
voter,13,2,tracked_state_1,10
voter,13,3,tracked_state_1,10
voter,13,4,tracked_state_1,10
voter,13,5,tracked_state_1,10
voter,13,6,tracked_state_1,10
voter,13,7,tracked_state_1,10
voter,13,8,tracked_state_1,10
voter,13,9,tracked_state_1,10
voter,13,10,tracked_state_1,10
voter,13,11,tracked_state_1,10
voter,13,12,tracked_state_1,10
voter,13,13,tracked_state_1,10
voter,13,14,tracked_state_1,10
voter,13,15,tracked_state_1,10
voter,13,16,tracked_state_1,10
voter,13,17,tracked_state_1,10
voter,13,18,tracked_state_1,10
voter,13,19,tracked_state_1,10
voter,13,20,tracked_state_1,9
voter,13,21,tracked_state_1,9
voter,13,22,tracked_state_1,9
voter,13,23,tracked_state_1,9
voter,13,24,tracked_state_1,9
voter,13,25,tracked_state_1,9
voter,13,26,tracked_state_1,9
voter,13,27,tracked_state_1,9
voter,13,28,tracked_state_1,9
voter,13,29,tracked_state_1,9
voter,13,30,tracked_state_1,9
voter,13,31,tracked_state_1,9
voter,13,32,tracked_state_1,9
voter,13,33,tracked_state_1,9
voter,13,34,tracked_state_1,9
voter,13,35,tracked_state_1,9
voter,13,36,tracked_state_1,9
voter,13,37,tracked_state_1,9
voter,13,38,tracked_state_1,9
voter,13,39,tracked_state_1,9
voter,13,40,tracked_state_1,9
voter,13,41,tracked_state_1,9
voter,13,42,tracked_state_1,10
voter,13,43,tracked_state_1,10
voter,13,44,tracked_state_1,10
voter,13,45,tracked_state_1,10
voter,13,46,tracked_state_1,10
voter,13,47,tracked_state_1,10
voter,13,48,tracked_state_1,10
voter,13,49,tracked_state_1,10
voter,13,50,tracked_state_1,10
voter,13,51,tracked_state_1,10
voter,13,52,tracked_state_1,11
voter,13,53,tracked_state_1,12
voter,13,54,tracked_state_1,12
voter,13,55,tracked_state_1,12
voter,13,56,tracked_state_1,12
voter,13,57,tracked_state_1,12
voter,13,58,tracked_state_1,12
voter,13,59,tracked_state_1,12
voter,13,60,tracked_state_1,12
voter,13,61,tracked_state_1,12
voter,13,62,tracked_state_1,12
voter,13,63,tracked_state_1,12
voter,13,64,tracked_state_1,12
voter,13,65,tracked_state_1,11
voter,13,66,tracked_state_1,12
voter,13,67,tracked_state_1,12
voter,13,68,tracked_state_1,12
voter,13,69,tracked_state_1,12
voter,13,70,tracked_state_1,12
voter,13,71,tracked_state_1,12
voter,13,72,tracked_state_1,11
voter,13,73,tracked_state_1,10
voter,13,74,tracked_state_1,10
voter,13,75,tracked_state_1,10
voter,13,76,tracked_state_1,10
voter,13,77,tracked_state_1,10
voter,13,78,tracked_state_1,10
voter,13,79,tracked_state_1,10
voter,13,80,tracked_state_1,10
voter,13,81,tracked_state_1,9
voter,13,82,tracked_state_1,8
voter,13,83,tracked_state_1,8
voter,13,84,tracked_state_1,8
voter,13,85,tracked_state_1,8
voter,13,86,tracked_state_1,8
voter,13,87,tracked_state_1,8
voter,13,88,tracked_state_1,7
voter,13,89,tracked_state_1,7
voter,13,90,tracked_state_1,8
voter,13,91,tracked_state_1,8
voter,13,92,tracked_state_1,8
voter,13,93,tracked_state_1,8
voter,13,94,tracked_state_1,8
voter,13,95,tracked_state_1,8
voter,13,96,tracked_state_1,8
voter,13,97,tracked_state_1,8
voter,13,98,tracked_state_1,9
voter,13,99,tracked_state_1,9
voter,13,100,tracked_state_1,9
voter,14,0,tracked_state_1,10
voter,14,1,tracked_state_1,10
voter,14,2,tracked_state_1,10
voter,14,3,tracked_state_1,10
voter,14,4,tracked_state_1,11
voter,14,5,tracked_state_1,11
voter,14,6,tracked_state_1,11
voter,14,7,tracked_state_1,11
voter,14,8,tracked_state_1,11
voter,14,9,tracked_state_1,11
voter,14,10,tracked_state_1,11
voter,14,11,tracked_state_1,10
voter,14,12,tracked_state_1,9
voter,14,13,tracked_state_1,9
voter,14,14,tracked_state_1,9
voter,14,15,tracked_state_1,9
voter,14,16,tracked_state_1,9
voter,14,17,tracked_state_1,9
voter,14,18,tracked_state_1,9
voter,14,19,tracked_state_1,9
voter,14,20,tracked_state_1,9
voter,14,21,tracked_state_1,9
voter,14,22,tracked_state_1,8
voter,14,23,tracked_state_1,8
voter,14,24,tracked_state_1,9
voter,14,25,tracked_state_1,10
voter,14,26,tracked_state_1,10
voter,14,27,tracked_state_1,10
voter,14,28,tracked_state_1,10
voter,14,29,tracked_state_1,10
voter,14,30,tracked_state_1,10
voter,14,31,tracked_state_1,10
voter,14,32,tracked_state_1,10
voter,14,33,tracked_state_1,10
voter,14,34,tracked_state_1,10
voter,14,35,tracked_state_1,10
voter,14,36,tracked_state_1,10
voter,14,37,tracked_state_1,10
voter,14,38,tracked_state_1,10
voter,14,39,tracked_state_1,10
voter,14,40,tracked_state_1,10
voter,14,41,tracked_state_1,10
voter,14,42,tracked_state_1,10
voter,14,43,tracked_state_1,10
voter,14,44,tracked_state_1,10
voter,14,45,tracked_state_1,10
voter,14,46,tracked_state_1,10
voter,14,47,tracked_state_1,10
voter,14,48,tracked_state_1,10
voter,14,49,tracked_state_1,10
voter,14,50,tracked_state_1,11
voter,14,51,tracked_state_1,11
voter,14,52,tracked_state_1,11
voter,14,53,tracked_state_1,11
voter,14,54,tracked_state_1,11
voter,14,55,tracked_state_1,11
voter,14,56,tracked_state_1,10
voter,14,57,tracked_state_1,10
voter,14,58,tracked_state_1,10
voter,14,59,tracked_state_1,10
voter,14,60,tracked_state_1,10
voter,14,61,tracked_state_1,10
voter,14,62,tracked_state_1,10
voter,14,63,tracked_state_1,10
voter,14,64,tracked_state_1,10
voter,14,65,tracked_state_1,10
voter,14,66,tracked_state_1,11
voter,14,67,tracked_state_1,11
voter,14,68,tracked_state_1,11
voter,14,69,tracked_state_1,11
voter,14,70,tracked_state_1,11
voter,14,71,tracked_state_1,11
voter,14,72,tracked_state_1,11
voter,14,73,tracked_state_1,11
voter,14,74,tracked_state_1,11
voter,14,75,tracked_state_1,11
voter,14,76,tracked_state_1,11
voter,14,77,tracked_state_1,11
voter,14,78,tracked_state_1,11
voter,14,79,tracked_state_1,11
voter,14,80,tracked_state_1,11
voter,14,81,tracked_state_1,11
voter,14,82,tracked_state_1,11
voter,14,83,tracked_state_1,11
voter,14,84,tracked_state_1,11
voter,14,85,tracked_state_1,11
voter,14,86,tracked_state_1,11
voter,14,87,tracked_state_1,11
voter,14,88,tracked_state_1,11
voter,14,89,tracked_state_1,11
voter,14,90,tracked_state_1,11
voter,14,91,tracked_state_1,11
voter,14,92,tracked_state_1,11
voter,14,93,tracked_state_1,11
voter,14,94,tracked_state_1,11
voter,14,95,tracked_state_1,11
voter,14,96,tracked_state_1,11
voter,14,97,tracked_state_1,11
voter,14,98,tracked_state_1,12
voter,14,99,tracked_state_1,12
voter,14,100,tracked_state_1,12
voter,15,0,tracked_state_1,10
voter,15,1,tracked_state_1,10
voter,15,2,tracked_state_1,11
voter,15,3,tracked_state_1,11
voter,15,4,tracked_state_1,11
voter,15,5,tracked_state_1,11
voter,15,6,tracked_state_1,11
voter,15,7,tracked_state_1,11
voter,15,8,tracked_state_1,11
voter,15,9,tracked_state_1,11
voter,15,10,tracked_state_1,11
voter,15,11,tracked_state_1,11
voter,15,12,tracked_state_1,11
voter,15,13,tracked_state_1,11
voter,15,14,tracked_state_1,11
voter,15,15,tracked_state_1,11
voter,15,16,tracked_state_1,11
voter,15,17,tracked_state_1,12
voter,15,18,tracked_state_1,12
voter,15,19,tracked_state_1,12
voter,15,20,tracked_state_1,12
voter,15,21,tracked_state_1,12
voter,15,22,tracked_state_1,12
voter,15,23,tracked_state_1,12
voter,15,24,tracked_state_1,12
voter,15,25,tracked_state_1,12
voter,15,26,tracked_state_1,12
voter,15,27,tracked_state_1,12
voter,15,28,tracked_state_1,12
voter,15,29,tracked_state_1,12
voter,15,30,tracked_state_1,12
voter,15,31,tracked_state_1,12
voter,15,32,tracked_state_1,12
voter,15,33,tracked_state_1,12
voter,15,34,tracked_state_1,12
voter,15,35,tracked_state_1,13
voter,15,36,tracked_state_1,13
voter,15,37,tracked_state_1,13
voter,15,38,tracked_state_1,13
voter,15,39,tracked_state_1,13
voter,15,40,tracked_state_1,13
voter,15,41,tracked_state_1,13
voter,15,42,tracked_state_1,13
voter,15,43,tracked_state_1,13
voter,15,44,tracked_state_1,13
voter,15,45,tracked_state_1,13
voter,15,46,tracked_state_1,13
voter,15,47,tracked_state_1,14
voter,15,48,tracked_state_1,14
voter,15,49,tracked_state_1,14
voter,15,50,tracked_state_1,15
voter,15,51,tracked_state_1,15
voter,15,52,tracked_state_1,15
voter,15,53,tracked_state_1,15
voter,15,54,tracked_state_1,15
voter,15,55,tracked_state_1,15
voter,15,56,tracked_state_1,15
voter,15,57,tracked_state_1,15
voter,15,58,tracked_state_1,15
voter,15,59,tracked_state_1,15
voter,15,60,tracked_state_1,15
voter,15,61,tracked_state_1,15
voter,15,62,tracked_state_1,15
voter,15,63,tracked_state_1,15
voter,15,64,tracked_state_1,15
voter,15,65,tracked_state_1,15
voter,15,66,tracked_state_1,15
voter,15,67,tracked_state_1,15
voter,15,68,tracked_state_1,15
voter,15,69,tracked_state_1,15
voter,15,70,tracked_state_1,15
voter,15,71,tracked_state_1,15
voter,15,72,tracked_state_1,15
voter,15,73,tracked_state_1,14
voter,15,74,tracked_state_1,14
voter,15,75,tracked_state_1,14
voter,15,76,tracked_state_1,14
voter,15,77,tracked_state_1,14
voter,15,78,tracked_state_1,14
voter,15,79,tracked_state_1,14
voter,15,80,tracked_state_1,14
voter,15,81,tracked_state_1,14
voter,15,82,tracked_state_1,14
voter,15,83,tracked_state_1,14
voter,15,84,tracked_state_1,14
voter,15,85,tracked_state_1,14
voter,15,86,tracked_state_1,14
voter,15,87,tracked_state_1,14
voter,15,88,tracked_state_1,15
voter,15,89,tracked_state_1,15
voter,15,90,tracked_state_1,15
voter,15,91,tracked_state_1,15
voter,15,92,tracked_state_1,15
voter,15,93,tracked_state_1,14
voter,15,94,tracked_state_1,14
voter,15,95,tracked_state_1,14
voter,15,96,tracked_state_1,14
voter,15,97,tracked_state_1,13
voter,15,98,tracked_state_1,13
voter,15,99,tracked_state_1,13
voter,15,100,tracked_state_1,13
voter,16,0,tracked_state_1,10
voter,16,1,tracked_state_1,11
voter,16,2,tracked_state_1,11
voter,16,3,tracked_state_1,10
