model,run,step,node_or_outcome,value
voter,16,4,tracked_state_1,10
voter,16,5,tracked_state_1,10
voter,16,6,tracked_state_1,10
voter,16,7,tracked_state_1,10
voter,16,8,tracked_state_1,10
voter,16,9,tracked_state_1,10
voter,16,10,tracked_state_1,10
voter,16,11,tracked_state_1,10
voter,16,12,tracked_state_1,9
voter,16,13,tracked_state_1,9
voter,16,14,tracked_state_1,9
voter,16,15,tracked_state_1,9
voter,16,16,tracked_state_1,10
voter,16,17,tracked_state_1,10
voter,16,18,tracked_state_1,10
voter,16,19,tracked_state_1,11
voter,16,20,tracked_state_1,11
voter,16,21,tracked_state_1,11
voter,16,22,tracked_state_1,11
voter,16,23,tracked_state_1,10
voter,16,24,tracked_state_1,10
voter,16,25,tracked_state_1,10
voter,16,26,tracked_state_1,10
voter,16,27,tracked_state_1,10
voter,16,28,tracked_state_1,10
voter,16,29,tracked_state_1,10
voter,16,30,tracked_state_1,10
voter,16,31,tracked_state_1,10
voter,16,32,tracked_state_1,10
voter,16,33,tracked_state_1,10
voter,16,34,tracked_state_1,10
voter,16,35,tracked_state_1,10
voter,16,36,tracked_state_1,11
voter,16,37,tracked_state_1,11
voter,16,38,tracked_state_1,11
voter,16,39,tracked_state_1,11
voter,16,40,tracked_state_1,12
voter,16,41,tracked_state_1,12
voter,16,42,tracked_state_1,12
voter,16,43,tracked_state_1,12
voter,16,44,tracked_state_1,12
voter,16,45,tracked_state_1,12
voter,16,46,tracked_state_1,12
voter,16,47,tracked_state_1,12
voter,16,48,tracked_state_1,12
voter,16,49,tracked_state_1,12
voter,16,50,tracked_state_1,12
voter,16,51,tracked_state_1,12
voter,16,52,tracked_state_1,13
voter,16,53,tracked_state_1,13
voter,16,54,tracked_state_1,13
voter,16,55,tracked_state_1,13
voter,16,56,tracked_state_1,13
voter,16,57,tracked_state_1,13
voter,16,58,tracked_state_1,13
voter,16,59,tracked_state_1,13
voter,16,60,tracked_state_1,13
voter,16,61,tracked_state_1,13
voter,16,62,tracked_state_1,13
voter,16,63,tracked_state_1,13
voter,16,64,tracked_state_1,13
voter,16,65,tracked_state_1,13
voter,16,66,tracked_state_1,13
voter,16,67,tracked_state_1,13
voter,16,68,tracked_state_1,13
voter,16,69,tracked_state_1,13
voter,16,70,tracked_state_1,13
voter,16,71,tracked_state_1,13
voter,16,72,tracked_state_1,13
voter,16,73,tracked_state_1,13
voter,16,74,tracked_state_1,13
voter,16,75,tracked_state_1,13
voter,16,76,tracked_state_1,13
voter,16,77,tracked_state_1,13
voter,16,78,tracked_state_1,13
voter,16,79,tracked_state_1,13
voter,16,80,tracked_state_1,13
voter,16,81,tracked_state_1,13
voter,16,82,tracked_state_1,13
voter,16,83,tracked_state_1,13
voter,16,84,tracked_state_1,13
voter,16,85,tracked_state_1,13
voter,16,86,tracked_state_1,13
voter,16,87,tracked_state_1,14
voter,16,88,tracked_state_1,14
voter,16,89,tracked_state_1,14
voter,16,90,tracked_state_1,14
voter,16,91,tracked_state_1,14
voter,16,92,tracked_state_1,14
voter,16,93,tracked_state_1,14
voter,16,94,tracked_state_1,14
voter,16,95,tracked_state_1,15
voter,16,96,tracked_state_1,15
voter,16,97,tracked_state_1,15
voter,16,98,tracked_state_1,15
voter,16,99,tracked_state_1,15
voter,16,100,tracked_state_1,15
voter,17,0,tracked_state_1,10
voter,17,1,tracked_state_1,11
voter,17,2,tracked_state_1,11
voter,17,3,tracked_state_1,11
voter,17,4,tracked_state_1,11
voter,17,5,tracked_state_1,11
voter,17,6,tracked_state_1,11
voter,17,7,tracked_state_1,11
voter,17,8,tracked_state_1,11
voter,17,9,tracked_state_1,11
voter,17,10,tracked_state_1,11
voter,17,11,tracked_state_1,11
voter,17,12,tracked_state_1,11
voter,17,13,tracked_state_1,11
voter,17,14,tracked_state_1,11
voter,17,15,tracked_state_1,11
voter,17,16,tracked_state_1,11
voter,17,17,tracked_state_1,11
voter,17,18,tracked_state_1,12
voter,17,19,tracked_state_1,12
voter,17,20,tracked_state_1,12
voter,17,21,tracked_state_1,12
voter,17,22,tracked_state_1,12
voter,17,23,tracked_state_1,12
voter,17,24,tracked_state_1,12
voter,17,25,tracked_state_1,12
voter,17,26,tracked_state_1,12
voter,17,27,tracked_state_1,12
voter,17,28,tracked_state_1,12
voter,17,29,tracked_state_1,12
voter,17,30,tracked_state_1,12
voter,17,31,tracked_state_1,11
voter,17,32,tracked_state_1,11
voter,17,33,tracked_state_1,11
voter,17,34,tracked_state_1,11
voter,17,35,tracked_state_1,11
voter,17,36,tracked_state_1,11
voter,17,37,tracked_state_1,11
voter,17,38,tracked_state_1,12
voter,17,39,tracked_state_1,12
voter,17,40,tracked_state_1,12
voter,17,41,tracked_state_1,12
voter,17,42,tracked_state_1,12
voter,17,43,tracked_state_1,12
voter,17,44,tracked_state_1,12
voter,17,45,tracked_state_1,12
voter,17,46,tracked_state_1,12
voter,17,47,tracked_state_1,12
voter,17,48,tracked_state_1,12
voter,17,49,tracked_state_1,12
voter,17,50,tracked_state_1,12
voter,17,51,tracked_state_1,12
voter,17,52,tracked_state_1,12
voter,17,53,tracked_state_1,12
voter,17,54,tracked_state_1,12
voter,17,55,tracked_state_1,12
voter,17,56,tracked_state_1,12
voter,17,57,tracked_state_1,11
voter,17,58,tracked_state_1,11
voter,17,59,tracked_state_1,11
voter,17,60,tracked_state_1,11
voter,17,61,tracked_state_1,11
voter,17,62,tracked_state_1,11
voter,17,63,tracked_state_1,11
voter,17,64,tracked_state_1,11
voter,17,65,tracked_state_1,11
voter,17,66,tracked_state_1,11
voter,17,67,tracked_state_1,11
voter,17,68,tracked_state_1,12
voter,17,69,tracked_state_1,12
voter,17,70,tracked_state_1,12
voter,17,71,tracked_state_1,12
voter,17,72,tracked_state_1,12
voter,17,73,tracked_state_1,12
voter,17,74,tracked_state_1,12
voter,17,75,tracked_state_1,12
voter,17,76,tracked_state_1,12
voter,17,77,tracked_state_1,12
voter,17,78,tracked_state_1,12
voter,17,79,tracked_state_1,12
voter,17,80,tracked_state_1,12
voter,17,81,tracked_state_1,12
voter,17,82,tracked_state_1,12
voter,17,83,tracked_state_1,12
voter,17,84,tracked_state_1,12
voter,17,85,tracked_state_1,12
voter,17,86,tracked_state_1,12
voter,17,87,tracked_state_1,12
voter,17,88,tracked_state_1,12
voter,17,89,tracked_state_1,12
voter,17,90,tracked_state_1,12
voter,17,91,tracked_state_1,12
voter,17,92,tracked_state_1,12
voter,17,93,tracked_state_1,12
voter,17,94,tracked_state_1,12
voter,17,95,tracked_state_1,13
voter,17,96,tracked_state_1,13
voter,17,97,tracked_state_1,13
voter,17,98,tracked_state_1,13
voter,17,99,tracked_state_1,13
voter,17,100,tracked_state_1,13
voter,18,0,tracked_state_1,10
voter,18,1,tracked_state_1,10
voter,18,2,tracked_state_1,10
voter,18,3,tracked_state_1,10
voter,18,4,tracked_state_1,10
voter,18,5,tracked_state_1,10
voter,18,6,tracked_state_1,10
voter,18,7,tracked_state_1,10
voter,18,8,tracked_state_1,9
voter,18,9,tracked_state_1,9
voter,18,10,tracked_state_1,9
voter,18,11,tracked_state_1,9
voter,18,12,tracked_state_1,9
voter,18,13,tracked_state_1,9
voter,18,14,tracked_state_1,9
voter,18,15,tracked_state_1,10
voter,18,16,tracked_state_1,10
voter,18,17,tracked_state_1,10
voter,18,18,tracked_state_1,10
voter,18,19,tracked_state_1,10
voter,18,20,tracked_state_1,10
voter,18,21,tracked_state_1,10
voter,18,22,tracked_state_1,10
voter,18,23,tracked_state_1,10
voter,18,24,tracked_state_1,10
voter,18,25,tracked_state_1,10
voter,18,26,tracked_state_1,10
voter,18,27,tracked_state_1,10
voter,18,28,tracked_state_1,10
voter,18,29,tracked_state_1,10
voter,18,30,tracked_state_1,9
voter,18,31,tracked_state_1,9
voter,18,32,tracked_state_1,9
voter,18,33,tracked_state_1,9
voter,18,34,tracked_state_1,10
voter,18,35,tracked_state_1,10
voter,18,36,tracked_state_1,9
voter,18,37,tracked_state_1,9
voter,18,38,tracked_state_1,9
voter,18,39,tracked_state_1,9
voter,18,40,tracked_state_1,9
voter,18,41,tracked_state_1,9
voter,18,42,tracked_state_1,9
voter,18,43,tracked_state_1,8
voter,18,44,tracked_state_1,7
voter,18,45,tracked_state_1,7
voter,18,46,tracked_state_1,7
voter,18,47,tracked_state_1,6
voter,18,48,tracked_state_1,6
voter,18,49,tracked_state_1,5
voter,18,50,tracked_state_1,5
voter,18,51,tracked_state_1,5
voter,18,52,tracked_state_1,6
voter,18,53,tracked_state_1,6
voter,18,54,tracked_state_1,6
voter,18,55,tracked_state_1,6
voter,18,56,tracked_state_1,6
voter,18,57,tracked_state_1,6
voter,18,58,tracked_state_1,6
voter,18,59,tracked_state_1,5
voter,18,60,tracked_state_1,5
voter,18,61,tracked_state_1,5
voter,18,62,tracked_state_1,5
voter,18,63,tracked_state_1,5
voter,18,64,tracked_state_1,5
voter,18,65,tracked_state_1,5
voter,18,66,tracked_state_1,5
voter,18,67,tracked_state_1,5
voter,18,68,tracked_state_1,5
voter,18,69,tracked_state_1,5
voter,18,70,tracked_state_1,5
voter,18,71,tracked_state_1,5
voter,18,72,tracked_state_1,6
voter,18,73,tracked_state_1,6
voter,18,74,tracked_state_1,6
voter,18,75,tracked_state_1,6
voter,18,76,tracked_state_1,6
voter,18,77,tracked_state_1,6
voter,18,78,tracked_state_1,6
voter,18,79,tracked_state_1,6
voter,18,80,tracked_state_1,6
voter,18,81,tracked_state_1,6
voter,18,82,tracked_state_1,6
voter,18,83,tracked_state_1,6
voter,18,84,tracked_state_1,6
voter,18,85,tracked_state_1,6
voter,18,86,tracked_state_1,6
voter,18,87,tracked_state_1,6
voter,18,88,tracked_state_1,6
voter,18,89,tracked_state_1,6
voter,18,90,tracked_state_1,6
voter,18,91,tracked_state_1,6
voter,18,92,tracked_state_1,6
voter,18,93,tracked_state_1,6
voter,18,94,tracked_state_1,6
voter,18,95,tracked_state_1,6
voter,18,96,tracked_state_1,7
voter,18,97,tracked_state_1,8
voter,18,98,tracked_state_1,8
voter,18,99,tracked_state_1,8
voter,18,100,tracked_state_1,8
voter,19,0,tracked_state_1,10
voter,19,1,tracked_state_1,10
voter,19,2,tracked_state_1,10
voter,19,3,tracked_state_1,10
voter,19,4,tracked_state_1,10
voter,19,5,tracked_state_1,10
voter,19,6,tracked_state_1,10
voter,19,7,tracked_state_1,10
voter,19,8,tracked_state_1,10
voter,19,9,tracked_state_1,10
voter,19,10,tracked_state_1,10
voter,19,11,tracked_state_1,10
voter,19,12,tracked_state_1,10
voter,19,13,tracked_state_1,10
voter,19,14,tracked_state_1,10
voter,19,15,tracked_state_1,10
voter,19,16,tracked_state_1,10
voter,19,17,tracked_state_1,9
voter,19,18,tracked_state_1,9
voter,19,19,tracked_state_1,9
voter,19,20,tracked_state_1,9
voter,19,21,tracked_state_1,9
voter,19,22,tracked_state_1,9
voter,19,23,tracked_state_1,9
voter,19,24,tracked_state_1,9
voter,19,25,tracked_state_1,9
voter,19,26,tracked_state_1,9
voter,19,27,tracked_state_1,9
voter,19,28,tracked_state_1,9
voter,19,29,tracked_state_1,9
voter,19,30,tracked_state_1,9
voter,19,31,tracked_state_1,9
voter,19,32,tracked_state_1,9
voter,19,33,tracked_state_1,9
voter,19,34,tracked_state_1,9
voter,19,35,tracked_state_1,9
voter,19,36,tracked_state_1,9
voter,19,37,tracked_state_1,9
voter,19,38,tracked_state_1,9
voter,19,39,tracked_state_1,9
voter,19,40,tracked_state_1,9
voter,19,41,tracked_state_1,9
voter,19,42,tracked_state_1,8
voter,19,43,tracked_state_1,8
voter,19,44,tracked_state_1,8
voter,19,45,tracked_state_1,8
voter,19,46,tracked_state_1,8
voter,19,47,tracked_state_1,8
voter,19,48,tracked_state_1,8
voter,19,49,tracked_state_1,8
voter,19,50,tracked_state_1,8
voter,19,51,tracked_state_1,8
voter,19,52,tracked_state_1,8
voter,19,53,tracked_state_1,8
voter,19,54,tracked_state_1,8
voter,19,55,tracked_state_1,8
voter,19,56,tracked_state_1,8
voter,19,57,tracked_state_1,8
voter,19,58,tracked_state_1,8
voter,19,59,tracked_state_1,8
voter,19,60,tracked_state_1,7
voter,19,61,tracked_state_1,7
voter,19,62,tracked_state_1,7
voter,19,63,tracked_state_1,7
voter,19,64,tracked_state_1,7
voter,19,65,tracked_state_1,7
voter,19,66,tracked_state_1,7
voter,19,67,tracked_state_1,7
voter,19,68,tracked_state_1,7
voter,19,69,tracked_state_1,7
voter,19,70,tracked_state_1,8
voter,19,71,tracked_state_1,8
voter,19,72,tracked_state_1,8
voter,19,73,tracked_state_1,8
voter,19,74,tracked_state_1,8
voter,19,75,tracked_state_1,8
voter,19,76,tracked_state_1,8
voter,19,77,tracked_state_1,8
voter,19,78,tracked_state_1,7
voter,19,79,tracked_state_1,7
voter,19,80,tracked_state_1,7
voter,19,81,tracked_state_1,7
voter,19,82,tracked_state_1,7
voter,19,83,tracked_state_1,7
voter,19,84,tracked_state_1,7
voter,19,85,tracked_state_1,7
voter,19,86,tracked_state_1,7
voter,19,87,tracked_state_1,6
voter,19,88,tracked_state_1,6
voter,19,89,tracked_state_1,5
voter,19,90,tracked_state_1,5
voter,19,91,tracked_state_1,5
voter,19,92,tracked_state_1,5
voter,19,93,tracked_state_1,5
voter,19,94,tracked_state_1,5
voter,19,95,tracked_state_1,5
voter,19,96,tracked_state_1,5
voter,19,97,tracked_state_1,5
voter,19,98,tracked_state_1,5
voter,19,99,tracked_state_1,5
voter,19,100,tracked_state_1,5
voter,20,0,tracked_state_1,10
voter,20,1,tracked_state_1,10
voter,20,2,tracked_state_1,10
voter,20,3,tracked_state_1,10
voter,20,4,tracked_state_1,9
voter,20,5,tracked_state_1,9
voter,20,6,tracked_state_1,9
voter,20,7,tracked_state_1,9
voter,20,8,tracked_state_1,9
voter,20,9,tracked_state_1,9
voter,20,10,tracked_state_1,9
voter,20,11,tracked_state_1,9
voter,20,12,tracked_state_1,9
voter,20,13,tracked_state_1,9
voter,20,14,tracked_state_1,9
voter,20,15,tracked_state_1,9
voter,20,16,tracked_state_1,9
voter,20,17,tracked_state_1,9
voter,20,18,tracked_state_1,9
voter,20,19,tracked_state_1,9
voter,20,20,tracked_state_1,8
voter,20,21,tracked_state_1,8
voter,20,22,tracked_state_1,8
voter,20,23,tracked_state_1,9
voter,20,24,tracked_state_1,9
voter,20,25,tracked_state_1,9
voter,20,26,tracked_state_1,9
voter,20,27,tracked_state_1,9
voter,20,28,tracked_state_1,9
voter,20,29,tracked_state_1,9
voter,20,30,tracked_state_1,9
voter,20,31,tracked_state_1,9
voter,20,32,tracked_state_1,9
voter,20,33,tracked_state_1,9
voter,20,34,tracked_state_1,9
voter,20,35,tracked_state_1,9
voter,20,36,tracked_state_1,9
voter,20,37,tracked_state_1,9
voter,20,38,tracked_state_1,9
voter,20,39,tracked_state_1,9
voter,20,40,tracked_state_1,9
voter,20,41,tracked_state_1,9
voter,20,42,tracked_state_1,9
voter,20,43,tracked_state_1,9
voter,20,44,tracked_state_1,9
voter,20,45,tracked_state_1,9
voter,20,46,tracked_state_1,9
voter,20,47,tracked_state_1,9
voter,20,48,tracked_state_1,9
voter,20,49,tracked_state_1,9
voter,20,50,tracked_state_1,9
voter,20,51,tracked_state_1,9
voter,20,52,tracked_state_1,8
voter,20,53,tracked_state_1,7
voter,20,54,tracked_state_1,7
voter,20,55,tracked_state_1,7
voter,20,56,tracked_state_1,7
voter,20,57,tracked_state_1,7
voter,20,58,tracked_state_1,7
voter,20,59,tracked_state_1,7
voter,20,60,tracked_state_1,7
voter,20,61,tracked_state_1,6
voter,20,62,tracked_state_1,6
voter,20,63,tracked_state_1,6
voter,20,64,tracked_state_1,6
voter,20,65,tracked_state_1,6
voter,20,66,tracked_state_1,6
voter,20,67,tracked_state_1,6
voter,20,68,tracked_state_1,6
voter,20,69,tracked_state_1,6
voter,20,70,tracked_state_1,6
voter,20,71,tracked_state_1,6
voter,20,72,tracked_state_1,6
voter,20,73,tracked_state_1,6
voter,20,74,tracked_state_1,6
voter,20,75,tracked_state_1,6
voter,20,76,tracked_state_1,6
voter,20,77,tracked_state_1,6
voter,20,78,tracked_state_1,6
voter,20,79,tracked_state_1,6
voter,20,80,tracked_state_1,6
voter,20,81,tracked_state_1,6
voter,20,82,tracked_state_1,6
voter,20,83,tracked_state_1,6
voter,20,84,tracked_state_1,6
voter,20,85,tracked_state_1,6
voter,20,86,tracked_state_1,6
voter,20,87,tracked_state_1,6
voter,20,88,tracked_state_1,6
voter,20,89,tracked_state_1,6
voter,20,90,tracked_state_1,6
voter,20,91,tracked_state_1,6
voter,20,92,tracked_state_1,6
voter,20,93,tracked_state_1,6
voter,20,94,tracked_state_1,6
voter,20,95,tracked_state_1,6
voter,20,96,tracked_state_1,6
voter,20,97,tracked_state_1,6
voter,20,98,tracked_state_1,6
voter,20,99,tracked_state_1,6
voter,20,100,tracked_state_1,6
voter,21,0,tracked_state_1,10
voter,21,1,tracked_state_1,10
voter,21,2,tracked_state_1,10
voter,21,3,tracked_state_1,10
voter,21,4,tracked_state_1,10
voter,21,5,tracked_state_1,10
voter,21,6,tracked_state_1,11
voter,21,7,tracked_state_1,11
voter,21,8,tracked_state_1,11
voter,21,9,tracked_state_1,10
voter,21,10,tracked_state_1,9
voter,21,11,tracked_state_1,9
voter,21,12,tracked_state_1,9
voter,21,13,tracked_state_1,9
voter,21,14,tracked_state_1,8
voter,21,15,tracked_state_1,8
voter,21,16,tracked_state_1,8
voter,21,17,tracked_state_1,8
voter,21,18,tracked_state_1,8
voter,21,19,tracked_state_1,8
voter,21,20,tracked_state_1,8
voter,21,21,tracked_state_1,8
voter,21,22,tracked_state_1,8
voter,21,23,tracked_state_1,8
voter,21,24,tracked_state_1,8
voter,21,25,tracked_state_1,8
voter,21,26,tracked_state_1,8
voter,21,27,tracked_state_1,8
voter,21,28,tracked_state_1,8
voter,21,29,tracked_state_1,8
voter,21,30,tracked_state_1,8
voter,21,31,tracked_state_1,8
voter,21,32,tracked_state_1,8
voter,21,33,tracked_state_1,8
voter,21,34,tracked_state_1,8
voter,21,35,tracked_state_1,8
voter,21,36,tracked_state_1,8
voter,21,37,tracked_state_1,8
voter,21,38,tracked_state_1,8
voter,21,39,tracked_state_1,8
voter,21,40,tracked_state_1,8
voter,21,41,tracked_state_1,8
voter,21,42,tracked_state_1,8
voter,21,43,tracked_state_1,8
voter,21,44,tracked_state_1,8
voter,21,45,tracked_state_1,8
voter,21,46,tracked_state_1,9
voter,21,47,tracked_state_1,9
voter,21,48,tracked_state_1,9
voter,21,49,tracked_state_1,9
voter,21,50,tracked_state_1,9
voter,21,51,tracked_state_1,8
voter,21,52,tracked_state_1,8
voter,21,53,tracked_state_1,8
voter,21,54,tracked_state_1,8
voter,21,55,tracked_state_1,8
voter,21,56,tracked_state_1,7
voter,21,57,tracked_state_1,7
voter,21,58,tracked_state_1,7
voter,21,59,tracked_state_1,7
voter,21,60,tracked_state_1,7
voter,21,61,tracked_state_1,7
voter,21,62,tracked_state_1,7
voter,21,63,tracked_state_1,7
voter,21,64,tracked_state_1,7
voter,21,65,tracked_state_1,7
voter,21,66,tracked_state_1,8
voter,21,67,tracked_state_1,8
voter,21,68,tracked_state_1,8
voter,21,69,tracked_state_1,8
voter,21,70,tracked_state_1,8
voter,21,71,tracked_state_1,8
voter,21,72,tracked_state_1,8
voter,21,73,tracked_state_1,8
voter,21,74,tracked_state_1,8
voter,21,75,tracked_state_1,8
voter,21,76,tracked_state_1,8
voter,21,77,tracked_state_1,8
voter,21,78,tracked_state_1,8
voter,21,79,tracked_state_1,9
voter,21,80,tracked_state_1,9
voter,21,81,tracked_state_1,9
voter,21,82,tracked_state_1,9
voter,21,83,tracked_state_1,9
voter,21,84,tracked_state_1,9
voter,21,85,tracked_state_1,9
voter,21,86,tracked_state_1,9
voter,21,87,tracked_state_1,9
voter,21,88,tracked_state_1,9
voter,21,89,tracked_state_1,9
voter,21,90,tracked_state_1,8
voter,21,91,tracked_state_1,8
voter,21,92,tracked_state_1,8
voter,21,93,tracked_state_1,8
voter,21,94,tracked_state_1,8
voter,21,95,tracked_state_1,8
voter,21,96,tracked_state_1,8
voter,21,97,tracked_state_1,8
voter,21,98,tracked_state_1,8
voter,21,99,tracked_state_1,8
voter,21,100,tracked_state_1,7
voter,22,0,tracked_state_1,10
voter,22,1,tracked_state_1,10
voter,22,2,tracked_state_1,10
voter,22,3,tracked_state_1,10
voter,22,4,tracked_state_1,11
voter,22,5,tracked_state_1,11
voter,22,6,tracked_state_1,11
voter,22,7,tracked_state_1,11
voter,22,8,tracked_state_1,11
voter,22,9,tracked_state_1,11
voter,22,10,tracked_state_1,11
voter,22,11,tracked_state_1,11
voter,22,12,tracked_state_1,11
voter,22,13,tracked_state_1,11
voter,22,14,tracked_state_1,11
voter,22,15,tracked_state_1,11
voter,22,16,tracked_state_1,11
voter,22,17,tracked_state_1,11
voter,22,18,tracked_state_1,11
voter,22,19,tracked_state_1,11
voter,22,20,tracked_state_1,11
voter,22,21,tracked_state_1,11
voter,22,22,tracked_state_1,11
voter,22,23,tracked_state_1,11
voter,22,24,tracked_state_1,11
voter,22,25,tracked_state_1,11
voter,22,26,tracked_state_1,11
voter,22,27,tracked_state_1,11
voter,22,28,tracked_state_1,11
voter,22,29,tracked_state_1,11
voter,22,30,tracked_state_1,11
voter,22,31,tracked_state_1,11
voter,22,32,tracked_state_1,11
voter,22,33,tracked_state_1,11
voter,22,34,tracked_state_1,11
voter,22,35,tracked_state_1,11
voter,22,36,tracked_state_1,11
voter,22,37,tracked_state_1,11
voter,22,38,tracked_state_1,10
voter,22,39,tracked_state_1,10
voter,22,40,tracked_state_1,10
voter,22,41,tracked_state_1,10
voter,22,42,tracked_state_1,9
voter,22,43,tracked_state_1,9
voter,22,44,tracked_state_1,9
voter,22,45,tracked_state_1,9
voter,22,46,tracked_state_1,9
voter,22,47,tracked_state_1,8
voter,22,48,tracked_state_1,7
voter,22,49,tracked_state_1,7
voter,22,50,tracked_state_1,7
voter,22,51,tracked_state_1,7
voter,22,52,tracked_state_1,7
voter,22,53,tracked_state_1,7
voter,22,54,tracked_state_1,8
voter,22,55,tracked_state_1,8
voter,22,56,tracked_state_1,8
voter,22,57,tracked_state_1,8
voter,22,58,tracked_state_1,8
voter,22,59,tracked_state_1,8
voter,22,60,tracked_state_1,8
voter,22,61,tracked_state_1,8
voter,22,62,tracked_state_1,8
voter,22,63,tracked_state_1,8
voter,22,64,tracked_state_1,8
voter,22,65,tracked_state_1,8
voter,22,66,tracked_state_1,9
voter,22,67,tracked_state_1,9
voter,22,68,tracked_state_1,9
voter,22,69,tracked_state_1,9
voter,22,70,tracked_state_1,9
voter,22,71,tracked_state_1,10
voter,22,72,tracked_state_1,10
voter,22,73,tracked_state_1,10
voter,22,74,tracked_state_1,10
voter,22,75,tracked_state_1,11
voter,22,76,tracked_state_1,12
voter,22,77,tracked_state_1,12
voter,22,78,tracked_state_1,12
voter,22,79,tracked_state_1,12
voter,22,80,tracked_state_1,12
voter,22,81,tracked_state_1,12
voter,22,82,tracked_state_1,12
voter,22,83,tracked_state_1,12
voter,22,84,tracked_state_1,11
voter,22,85,tracked_state_1,11
voter,22,86,tracked_state_1,11
voter,22,87,tracked_state_1,12
voter,22,88,tracked_state_1,12
voter,22,89,tracked_state_1,12
voter,22,90,tracked_state_1,12
voter,22,91,tracked_state_1,12
voter,22,92,tracked_state_1,12
voter,22,93,tracked_state_1,12
voter,22,94,tracked_state_1,11
voter,22,95,tracked_state_1,11
voter,22,96,tracked_state_1,11
voter,22,97,tracked_state_1,11
voter,22,98,tracked_state_1,11
voter,22,99,tracked_state_1,11
voter,22,100,tracked_state_1,11
voter,23,0,tracked_state_1,10
voter,23,1,tracked_state_1,10
voter,23,2,tracked_state_1,9
voter,23,3,tracked_state_1,9
voter,23,4,tracked_state_1,9
voter,23,5,tracked_state_1,9
voter,23,6,tracked_state_1,9
voter,23,7,tracked_state_1,9
voter,23,8,tracked_state_1,9
voter,23,9,tracked_state_1,9
voter,23,10,tracked_state_1,9
voter,23,11,tracked_state_1,9
voter,23,12,tracked_state_1,9
voter,23,13,tracked_state_1,9
voter,23,14,tracked_state_1,9
voter,23,15,tracked_state_1,9
voter,23,16,tracked_state_1,9
voter,23,17,tracked_state_1,9
voter,23,18,tracked_state_1,8
voter,23,19,tracked_state_1,8
voter,23,20,tracked_state_1,7
voter,23,21,tracked_state_1,7
voter,23,22,tracked_state_1,7
voter,23,23,tracked_state_1,7
voter,23,24,tracked_state_1,7
voter,23,25,tracked_state_1,7
voter,23,26,tracked_state_1,7
voter,23,27,tracked_state_1,7
voter,23,28,tracked_state_1,6
voter,23,29,tracked_state_1,6
voter,23,30,tracked_state_1,6
voter,23,31,tracked_state_1,6
voter,23,32,tracked_state_1,6
voter,23,33,tracked_state_1,6
voter,23,34,tracked_state_1,6
voter,23,35,tracked_state_1,6
voter,23,36,tracked_state_1,7
voter,23,37,tracked_state_1,7
voter,23,38,tracked_state_1,7
voter,23,39,tracked_state_1,7
voter,23,40,tracked_state_1,7
voter,23,41,tracked_state_1,7
voter,23,42,tracked_state_1,7
voter,23,43,tracked_state_1,7
voter,23,44,tracked_state_1,7
voter,23,45,tracked_state_1,7
voter,23,46,tracked_state_1,7
voter,23,47,tracked_state_1,8
voter,23,48,tracked_state_1,8
voter,23,49,tracked_state_1,8
voter,23,50,tracked_state_1,8
voter,23,51,tracked_state_1,8
voter,23,52,tracked_state_1,8
voter,23,53,tracked_state_1,8
voter,23,54,tracked_state_1,8
voter,23,55,tracked_state_1,8
voter,23,56,tracked_state_1,8
voter,23,57,tracked_state_1,9
voter,23,58,tracked_state_1,9
voter,23,59,tracked_state_1,10
voter,23,60,tracked_state_1,10
voter,23,61,tracked_state_1,10
voter,23,62,tracked_state_1,10
voter,23,63,tracked_state_1,11
voter,23,64,tracked_state_1,11
voter,23,65,tracked_state_1,11
voter,23,66,tracked_state_1,12
voter,23,67,tracked_state_1,12
voter,23,68,tracked_state_1,12
voter,23,69,tracked_state_1,12
voter,23,70,tracked_state_1,12
voter,23,71,tracked_state_1,12
voter,23,72,tracked_state_1,12
voter,23,73,tracked_state_1,12
voter,23,74,tracked_state_1,12
voter,23,75,tracked_state_1,12
voter,23,76,tracked_state_1,12
voter,23,77,tracked_state_1,12
voter,23,78,tracked_state_1,12
voter,23,79,tracked_state_1,12
voter,23,80,tracked_state_1,12
voter,23,81,tracked_state_1,12
voter,23,82,tracked_state_1,12
voter,23,83,tracked_state_1,12
voter,23,84,tracked_state_1,12
voter,23,85,tracked_state_1,12
voter,23,86,tracked_state_1,12
voter,23,87,tracked_state_1,12
voter,23,88,tracked_state_1,12
voter,23,89,tracked_state_1,12
voter,23,90,tracked_state_1,12
voter,23,91,tracked_state_1,13
voter,23,92,tracked_state_1,13
voter,23,93,tracked_state_1,13
voter,23,94,tracked_state_1,13
voter,23,95,tracked_state_1,13
voter,23,96,tracked_state_1,12
voter,23,97,tracked_state_1,12
voter,23,98,tracked_state_1,12
voter,23,99,tracked_state_1,12
voter,23,100,tracked_state_1,12
voter,24,0,tracked_state_1,10
voter,24,1,tracked_state_1,10
voter,24,2,tracked_state_1,10
voter,24,3,tracked_state_1,10
voter,24,4,tracked_state_1,10
voter,24,5,tracked_state_1,10
voter,24,6,tracked_state_1,10
voter,24,7,tracked_state_1,10
voter,24,8,tracked_state_1,10
voter,24,9,tracked_state_1,10
voter,24,10,tracked_state_1,10
voter,24,11,tracked_state_1,10
voter,24,12,tracked_state_1,10
voter,24,13,tracked_state_1,10
voter,24,14,tracked_state_1,10
voter,24,15,tracked_state_1,10
voter,24,16,tracked_state_1,10
voter,24,17,tracked_state_1,10
