policy,seed,step,value
rnd_node,4,24,0.9159456118665018
rnd_node,4,25,0.9147095179233622
rnd_node,4,26,0.9110012360939431
rnd_node,4,27,0.9085290482076638
rnd_node,4,28,0.907292954264524
rnd_node,4,29,0.9060568603213844
rnd_node,4,30,0.9048207663782447
rnd_node,5,0,1.0
rnd_node,5,1,0.9987639060568603
rnd_node,5,2,0.9962917181705809
rnd_node,5,3,0.9950556242274413
rnd_node,5,4,0.992583436341162
rnd_node,5,5,0.9913473423980222
rnd_node,5,6,0.9901112484548825
rnd_node,5,7,0.9888751545117429
rnd_node,5,8,0.9876390605686032
rnd_node,5,9,0.9864029666254636
rnd_node,5,10,0.9839307787391842
rnd_node,5,11,0.9826946847960445
rnd_node,5,12,0.9814585908529048
rnd_node,5,13,0.9802224969097652
rnd_node,5,14,0.9789864029666254
rnd_node,5,15,0.9765142150803461
rnd_node,5,16,0.9752781211372065
rnd_node,5,17,0.9740420271940667
rnd_node,5,18,0.9592088998763906
rnd_node,5,19,0.957972805933251
rnd_node,5,20,0.9567367119901112
rnd_node,5,21,0.9505562422744128
rnd_node,5,22,0.9493201483312732
rnd_node,5,23,0.9480840543881335
rnd_node,5,24,0.9468479604449939
rnd_node,5,25,0.9443757725587144
rnd_node,5,26,0.9406674907292955
rnd_node,5,27,0.9394313967861557
rnd_node,5,28,0.9381953028430161
rnd_node,5,29,0.9369592088998764
rnd_node,5,30,0.9357231149567367
rnd_node,6,0,1.0
rnd_node,6,1,0.9987639060568603
rnd_node,6,2,0.9975278121137207
rnd_node,6,3,0.9962917181705809
rnd_node,6,4,0.9950556242274413
rnd_node,6,5,0.9938195302843016
rnd_node,6,6,0.992583436341162
rnd_node,6,7,0.9913473423980222
rnd_node,6,8,0.9901112484548825
rnd_node,6,9,0.9876390605686032
rnd_node,6,10,0.9864029666254636
rnd_node,6,11,0.9851668726823238
rnd_node,6,12,0.9839307787391842
rnd_node,6,13,0.9826946847960445
rnd_node,6,14,0.9814585908529048
rnd_node,6,15,0.9802224969097652
rnd_node,6,16,0.9777503090234858
rnd_node,6,17,0.9765142150803461
rnd_node,6,18,0.9752781211372065
rnd_node,6,19,0.9740420271940667
rnd_node,6,20,0.9728059332509271
rnd_node,6,21,0.9715698393077874
rnd_node,6,22,0.9703337453646477
rnd_node,6,23,0.969097651421508
rnd_node,6,24,0.9678615574783683
rnd_node,6,25,0.9604449938195303
rnd_node,6,26,0.9592088998763906
rnd_node,6,27,0.957972805933251
rnd_node,6,28,0.9542645241038319
rnd_node,6,29,0.9530284301606922
rnd_node,6,30,0.9517923362175525
rnd_node,7,0,1.0
rnd_node,7,1,0.9987639060568603
rnd_node,7,2,0.9975278121137207
rnd_node,7,3,0.9950556242274413
rnd_node,7,4,0.9938195302843016
rnd_node,7,5,0.992583436341162
rnd_node,7,6,0.9913473423980222
rnd_node,7,7,0.9901112484548825
rnd_node,7,8,0.9888751545117429
rnd_node,7,9,0.9876390605686032
rnd_node,7,10,0.9864029666254636
rnd_node,7,11,0.9839307787391842
rnd_node,7,12,0.9814585908529048
rnd_node,7,13,0.9802224969097652
rnd_node,7,14,0.9777503090234858
rnd_node,7,15,0.9765142150803461
rnd_node,7,16,0.9752781211372065
rnd_node,7,17,0.9740420271940667
rnd_node,7,18,0.9728059332509271
rnd_node,7,19,0.969097651421508
rnd_node,7,20,0.9666254635352287
rnd_node,7,21,0.965389369592089
rnd_node,7,22,0.9641532756489494
rnd_node,7,23,0.9629171817058096
rnd_node,7,24,0.9616810877626699
rnd_node,7,25,0.9604449938195303
rnd_node,7,26,0.9592088998763906
rnd_node,7,27,0.957972805933251
rnd_node,7,28,0.9567367119901112
rnd_node,7,29,0.9555006180469716
rnd_node,7,30,0.9530284301606922
rnd_node,8,0,1.0
rnd_node,8,1,0.9987639060568603
rnd_node,8,2,0.9913473423980222
rnd_node,8,3,0.9913473423980222
rnd_node,8,4,0.9901112484548825
rnd_node,8,5,0.9888751545117429
rnd_node,8,6,0.9876390605686032
rnd_node,8,7,0.9864029666254636
rnd_node,8,8,0.9851668726823238
rnd_node,8,9,0.9826946847960445
rnd_node,8,10,0.9814585908529048
rnd_node,8,11,0.9802224969097652
rnd_node,8,12,0.9789864029666254
rnd_node,8,13,0.9765142150803461
rnd_node,8,14,0.9752781211372065
rnd_node,8,15,0.9740420271940667
rnd_node,8,16,0.9728059332509271
rnd_node,8,17,0.9715698393077874
rnd_node,8,18,0.969097651421508
rnd_node,8,19,0.9678615574783683
rnd_node,8,20,0.9666254635352287
rnd_node,8,21,0.9641532756489494
rnd_node,8,22,0.9629171817058096
rnd_node,8,23,0.9616810877626699
rnd_node,8,24,0.9604449938195303
rnd_node,8,25,0.9592088998763906
rnd_node,8,26,0.957972805933251
rnd_node,8,27,0.9567367119901112
rnd_node,8,28,0.9555006180469716
rnd_node,8,29,0.9493201483312732
rnd_node,8,30,0.9480840543881335
rnd_node,9,0,1.0
rnd_node,9,1,0.9950556242274413
rnd_node,9,2,0.992583436341162
rnd_node,9,3,0.9913473423980222
rnd_node,9,4,0.9901112484548825
rnd_node,9,5,0.9876390605686032
rnd_node,9,6,0.9864029666254636
rnd_node,9,7,0.9839307787391842
rnd_node,9,8,0.9740420271940667
rnd_node,9,9,0.9728059332509271
rnd_node,9,10,0.9715698393077874
rnd_node,9,11,0.9703337453646477
rnd_node,9,12,0.969097651421508
rnd_node,9,13,0.9678615574783683
rnd_node,9,14,0.9666254635352287
rnd_node,9,15,0.965389369592089
rnd_node,9,16,0.9641532756489494
rnd_node,9,17,0.9629171817058096
rnd_node,9,18,0.9616810877626699
rnd_node,9,19,0.9604449938195303
rnd_node,9,20,0.9592088998763906
rnd_node,9,21,0.957972805933251
rnd_node,9,22,0.9555006180469716
rnd_node,9,23,0.9505562422744128
rnd_node,9,24,0.9493201483312732
rnd_node,9,25,0.9480840543881335
rnd_node,9,26,0.9468479604449939
rnd_node,9,27,0.9456118665018541
rnd_node,9,28,0.9443757725587144
rnd_node,9,29,0.9431396786155748
rnd_node,9,30,0.9419035846724351
id_node,0,0,1.0
id_node,0,1,0.9987639060568603
id_node,0,2,0.9975278121137207
id_node,0,3,0.9962917181705809
id_node,0,4,0.9938195302843016
id_node,0,5,0.992583436341162
id_node,0,6,0.9913473423980222
id_node,0,7,0.9901112484548825
id_node,0,8,0.9888751545117429
id_node,0,9,0.9864029666254636
id_node,0,10,0.9851668726823238
id_node,0,11,0.9839307787391842
id_node,0,12,0.9826946847960445
id_node,0,13,0.9814585908529048
id_node,0,14,0.9789864029666254
id_node,0,15,0.9765142150803461
id_node,0,16,0.9752781211372065
id_node,0,17,0.9740420271940667
id_node,0,18,0.9715698393077874
id_node,0,19,0.9703337453646477
id_node,0,20,0.969097651421508
id_node,0,21,0.9678615574783683
id_node,0,22,0.9666254635352287
id_node,0,23,0.9641532756489494
id_node,0,24,0.9629171817058096
id_node,0,25,0.9616810877626699
id_node,0,26,0.9604449938195303
id_node,0,27,0.9592088998763906
id_node,0,28,0.957972805933251
id_node,0,29,0.9567367119901112
id_node,0,30,0.9555006180469716
id_node,1,0,1.0
id_node,1,1,0.9987639060568603
id_node,1,2,0.9975278121137207
id_node,1,3,0.9962917181705809
id_node,1,4,0.9938195302843016
id_node,1,5,0.992583436341162
id_node,1,6,0.9913473423980222
id_node,1,7,0.9901112484548825
id_node,1,8,0.9888751545117429
id_node,1,9,0.9864029666254636
id_node,1,10,0.9851668726823238
id_node,1,11,0.9839307787391842
id_node,1,12,0.9826946847960445
id_node,1,13,0.9814585908529048
id_node,1,14,0.9789864029666254
id_node,1,15,0.9765142150803461
id_node,1,16,0.9752781211372065
id_node,1,17,0.9740420271940667
id_node,1,18,0.9715698393077874
id_node,1,19,0.9703337453646477
id_node,1,20,0.969097651421508
id_node,1,21,0.9678615574783683
id_node,1,22,0.9666254635352287
id_node,1,23,0.9641532756489494
id_node,1,24,0.9629171817058096
id_node,1,25,0.9616810877626699
id_node,1,26,0.9604449938195303
id_node,1,27,0.9592088998763906
id_node,1,28,0.957972805933251
id_node,1,29,0.9567367119901112
id_node,1,30,0.9555006180469716
id_node,2,0,1.0
id_node,2,1,0.9987639060568603
id_node,2,2,0.9975278121137207
id_node,2,3,0.9962917181705809
id_node,2,4,0.9938195302843016
id_node,2,5,0.992583436341162
id_node,2,6,0.9913473423980222
id_node,2,7,0.9901112484548825
id_node,2,8,0.9888751545117429
id_node,2,9,0.9864029666254636
id_node,2,10,0.9851668726823238
id_node,2,11,0.9839307787391842
id_node,2,12,0.9826946847960445
id_node,2,13,0.9814585908529048
id_node,2,14,0.9789864029666254
id_node,2,15,0.9765142150803461
id_node,2,16,0.9752781211372065
id_node,2,17,0.9740420271940667
id_node,2,18,0.9715698393077874
id_node,2,19,0.9703337453646477
id_node,2,20,0.969097651421508
id_node,2,21,0.9678615574783683
id_node,2,22,0.9666254635352287
id_node,2,23,0.9641532756489494
id_node,2,24,0.9629171817058096
id_node,2,25,0.9616810877626699
id_node,2,26,0.9604449938195303
id_node,2,27,0.9592088998763906
id_node,2,28,0.957972805933251
id_node,2,29,0.9567367119901112
id_node,2,30,0.9555006180469716
id_node,3,0,1.0
id_node,3,1,0.9987639060568603
id_node,3,2,0.9975278121137207
id_node,3,3,0.9962917181705809
id_node,3,4,0.9938195302843016
id_node,3,5,0.992583436341162
id_node,3,6,0.9913473423980222
id_node,3,7,0.9901112484548825
id_node,3,8,0.9888751545117429
id_node,3,9,0.9864029666254636
id_node,3,10,0.9851668726823238
id_node,3,11,0.9839307787391842
id_node,3,12,0.9826946847960445
id_node,3,13,0.9814585908529048
id_node,3,14,0.9789864029666254
id_node,3,15,0.9765142150803461
id_node,3,16,0.9752781211372065
id_node,3,17,0.9740420271940667
id_node,3,18,0.9715698393077874
id_node,3,19,0.9703337453646477
id_node,3,20,0.969097651421508
id_node,3,21,0.9678615574783683
id_node,3,22,0.9666254635352287
id_node,3,23,0.9641532756489494
id_node,3,24,0.9629171817058096
id_node,3,25,0.9616810877626699
id_node,3,26,0.9604449938195303
id_node,3,27,0.9592088998763906
id_node,3,28,0.957972805933251
id_node,3,29,0.9567367119901112
id_node,3,30,0.9555006180469716
id_node,4,0,1.0
id_node,4,1,0.9987639060568603
id_node,4,2,0.9975278121137207
id_node,4,3,0.9962917181705809
id_node,4,4,0.9938195302843016
id_node,4,5,0.992583436341162
id_node,4,6,0.9913473423980222
id_node,4,7,0.9901112484548825
id_node,4,8,0.9888751545117429
id_node,4,9,0.9864029666254636
id_node,4,10,0.9851668726823238
id_node,4,11,0.9839307787391842
id_node,4,12,0.9826946847960445
id_node,4,13,0.9814585908529048
id_node,4,14,0.9789864029666254
id_node,4,15,0.9765142150803461
id_node,4,16,0.9752781211372065
id_node,4,17,0.9740420271940667
id_node,4,18,0.9715698393077874
id_node,4,19,0.9703337453646477
id_node,4,20,0.969097651421508
id_node,4,21,0.9678615574783683
id_node,4,22,0.9666254635352287
id_node,4,23,0.9641532756489494
id_node,4,24,0.9629171817058096
id_node,4,25,0.9616810877626699
id_node,4,26,0.9604449938195303
id_node,4,27,0.9592088998763906
id_node,4,28,0.957972805933251
id_node,4,29,0.9567367119901112
id_node,4,30,0.9555006180469716
id_node,5,0,1.0
id_node,5,1,0.9987639060568603
id_node,5,2,0.9975278121137207
id_node,5,3,0.9962917181705809
id_node,5,4,0.9938195302843016
id_node,5,5,0.992583436341162
id_node,5,6,0.9913473423980222
id_node,5,7,0.9901112484548825
id_node,5,8,0.9888751545117429
id_node,5,9,0.9864029666254636
id_node,5,10,0.9851668726823238
id_node,5,11,0.9839307787391842
id_node,5,12,0.9826946847960445
id_node,5,13,0.9814585908529048
id_node,5,14,0.9789864029666254
id_node,5,15,0.9765142150803461
id_node,5,16,0.9752781211372065
id_node,5,17,0.9740420271940667
id_node,5,18,0.9715698393077874
id_node,5,19,0.9703337453646477
id_node,5,20,0.969097651421508
id_node,5,21,0.9678615574783683
id_node,5,22,0.9666254635352287
id_node,5,23,0.9641532756489494
id_node,5,24,0.9629171817058096
id_node,5,25,0.9616810877626699
id_node,5,26,0.9604449938195303
id_node,5,27,0.9592088998763906
id_node,5,28,0.957972805933251
id_node,5,29,0.9567367119901112
id_node,5,30,0.9555006180469716
id_node,6,0,1.0
id_node,6,1,0.9987639060568603
id_node,6,2,0.9975278121137207
id_node,6,3,0.9962917181705809
id_node,6,4,0.9938195302843016
id_node,6,5,0.992583436341162
id_node,6,6,0.9913473423980222
id_node,6,7,0.9901112484548825
id_node,6,8,0.9888751545117429
id_node,6,9,0.9864029666254636
id_node,6,10,0.9851668726823238
id_node,6,11,0.9839307787391842
id_node,6,12,0.9826946847960445
id_node,6,13,0.9814585908529048
id_node,6,14,0.9789864029666254
id_node,6,15,0.9765142150803461
id_node,6,16,0.9752781211372065
id_node,6,17,0.9740420271940667
id_node,6,18,0.9715698393077874
id_node,6,19,0.9703337453646477
id_node,6,20,0.969097651421508
id_node,6,21,0.9678615574783683
id_node,6,22,0.9666254635352287
id_node,6,23,0.9641532756489494
id_node,6,24,0.9629171817058096
id_node,6,25,0.9616810877626699
id_node,6,26,0.9604449938195303
id_node,6,27,0.9592088998763906
id_node,6,28,0.957972805933251
id_node,6,29,0.9567367119901112
id_node,6,30,0.9555006180469716
id_node,7,0,1.0
id_node,7,1,0.9987639060568603
id_node,7,2,0.9975278121137207
id_node,7,3,0.9962917181705809
id_node,7,4,0.9938195302843016
id_node,7,5,0.992583436341162
id_node,7,6,0.9913473423980222
id_node,7,7,0.9901112484548825
id_node,7,8,0.9888751545117429
id_node,7,9,0.9864029666254636
id_node,7,10,0.9851668726823238
id_node,7,11,0.9839307787391842
id_node,7,12,0.9826946847960445
id_node,7,13,0.9814585908529048
id_node,7,14,0.9789864029666254
id_node,7,15,0.9765142150803461
id_node,7,16,0.9752781211372065
id_node,7,17,0.9740420271940667
id_node,7,18,0.9715698393077874
id_node,7,19,0.9703337453646477
id_node,7,20,0.969097651421508
id_node,7,21,0.9678615574783683
id_node,7,22,0.9666254635352287
id_node,7,23,0.9641532756489494
id_node,7,24,0.9629171817058096
id_node,7,25,0.9616810877626699
id_node,7,26,0.9604449938195303
id_node,7,27,0.9592088998763906
id_node,7,28,0.957972805933251
id_node,7,29,0.9567367119901112
id_node,7,30,0.9555006180469716
id_node,8,0,1.0
id_node,8,1,0.9987639060568603
id_node,8,2,0.9975278121137207
id_node,8,3,0.9962917181705809
id_node,8,4,0.9938195302843016
id_node,8,5,0.992583436341162
id_node,8,6,0.9913473423980222
id_node,8,7,0.9901112484548825
id_node,8,8,0.9888751545117429
id_node,8,9,0.9864029666254636
id_node,8,10,0.9851668726823238
id_node,8,11,0.9839307787391842
id_node,8,12,0.9826946847960445
id_node,8,13,0.9814585908529048
id_node,8,14,0.9789864029666254
id_node,8,15,0.9765142150803461
id_node,8,16,0.9752781211372065
id_node,8,17,0.9740420271940667
id_node,8,18,0.9715698393077874
id_node,8,19,0.9703337453646477
id_node,8,20,0.969097651421508
id_node,8,21,0.9678615574783683
id_node,8,22,0.9666254635352287
id_node,8,23,0.9641532756489494
id_node,8,24,0.9629171817058096
id_node,8,25,0.9616810877626699
id_node,8,26,0.9604449938195303
id_node,8,27,0.9592088998763906
id_node,8,28,0.957972805933251
id_node,8,29,0.9567367119901112
id_node,8,30,0.9555006180469716
id_node,9,0,1.0
id_node,9,1,0.9987639060568603
id_node,9,2,0.9975278121137207
id_node,9,3,0.9962917181705809
id_node,9,4,0.9938195302843016
id_node,9,5,0.992583436341162
id_node,9,6,0.9913473423980222
id_node,9,7,0.9901112484548825
id_node,9,8,0.9888751545117429
id_node,9,9,0.9864029666254636
id_node,9,10,0.9851668726823238
id_node,9,11,0.9839307787391842
id_node,9,12,0.9826946847960445
id_node,9,13,0.9814585908529048
id_node,9,14,0.9789864029666254
id_node,9,15,0.9765142150803461
id_node,9,16,0.9752781211372065
id_node,9,17,0.9740420271940667
id_node,9,18,0.9715698393077874
id_node,9,19,0.9703337453646477
id_node,9,20,0.969097651421508
id_node,9,21,0.9678615574783683
id_node,9,22,0.9666254635352287
id_node,9,23,0.9641532756489494
id_node,9,24,0.9629171817058096
id_node,9,25,0.9616810877626699
id_node,9,26,0.9604449938195303
id_node,9,27,0.9592088998763906
id_node,9,28,0.957972805933251
id_node,9,29,0.9567367119901112
id_node,9,30,0.9555006180469716
rd_node,0,0,1.0
rd_node,0,1,0.9987639060568603
rd_node,0,2,0.9975278121137207
rd_node,0,3,0.9962917181705809
rd_node,0,4,0.9938195302843016
rd_node,0,5,0.992583436341162
rd_node,0,6,0.9913473423980222
rd_node,0,7,0.9901112484548825
rd_node,0,8,0.9876390605686032
rd_node,0,9,0.9864029666254636
rd_node,0,10,0.9851668726823238
rd_node,0,11,0.9839307787391842
rd_node,0,12,0.9826946847960445
rd_node,0,13,0.9802224969097652
rd_node,0,14,0.9789864029666254
rd_node,0,15,0.9777503090234858
rd_node,0,16,0.9765142150803461
rd_node,0,17,0.9740420271940667
rd_node,0,18,0.9728059332509271
rd_node,0,19,0.9715698393077874
rd_node,0,20,0.9703337453646477
rd_node,0,21,0.969097651421508
rd_node,0,22,0.9678615574783683
rd_node,0,23,0.9666254635352287
rd_node,0,24,0.9641532756489494
rd_node,0,25,0.9616810877626699
rd_node,0,26,0.9592088998763906
rd_node,0,27,0.957972805933251
rd_node,0,28,0.9567367119901112
rd_node,0,29,0.9555006180469716
rd_node,0,30,0.9542645241038319
rd_node,1,0,1.0
rd_node,1,1,0.9987639060568603
rd_node,1,2,0.9975278121137207
rd_node,1,3,0.9962917181705809
rd_node,1,4,0.9938195302843016
rd_node,1,5,0.992583436341162
rd_node,1,6,0.9913473423980222
rd_node,1,7,0.9901112484548825
rd_node,1,8,0.9876390605686032
rd_node,1,9,0.9864029666254636
rd_node,1,10,0.9851668726823238
rd_node,1,11,0.9839307787391842
rd_node,1,12,0.9826946847960445
rd_node,1,13,0.9802224969097652
rd_node,1,14,0.9789864029666254
rd_node,1,15,0.9777503090234858
rd_node,1,16,0.9765142150803461
rd_node,1,17,0.9740420271940667
rd_node,1,18,0.9728059332509271
rd_node,1,19,0.9715698393077874
rd_node,1,20,0.9703337453646477
rd_node,1,21,0.969097651421508
rd_node,1,22,0.9678615574783683
rd_node,1,23,0.9666254635352287
rd_node,1,24,0.9641532756489494
rd_node,1,25,0.9616810877626699
rd_node,1,26,0.9592088998763906
rd_node,1,27,0.957972805933251
rd_node,1,28,0.9567367119901112
rd_node,1,29,0.9555006180469716
rd_node,1,30,0.9542645241038319
rd_node,2,0,1.0
rd_node,2,1,0.9987639060568603
rd_node,2,2,0.9975278121137207
rd_node,2,3,0.9962917181705809
rd_node,2,4,0.9938195302843016
rd_node,2,5,0.992583436341162
rd_node,2,6,0.9913473423980222
rd_node,2,7,0.9901112484548825
rd_node,2,8,0.9876390605686032
rd_node,2,9,0.9864029666254636
rd_node,2,10,0.9851668726823238
rd_node,2,11,0.9839307787391842
rd_node,2,12,0.9826946847960445
rd_node,2,13,0.9802224969097652
rd_node,2,14,0.9789864029666254
rd_node,2,15,0.9777503090234858
rd_node,2,16,0.9765142150803461
rd_node,2,17,0.9740420271940667
rd_node,2,18,0.9728059332509271
rd_node,2,19,0.9715698393077874
rd_node,2,20,0.9703337453646477
rd_node,2,21,0.969097651421508
rd_node,2,22,0.9678615574783683
rd_node,2,23,0.9666254635352287
rd_node,2,24,0.9641532756489494
rd_node,2,25,0.9616810877626699
rd_node,2,26,0.9592088998763906
rd_node,2,27,0.957972805933251
rd_node,2,28,0.9567367119901112
rd_node,2,29,0.9555006180469716
rd_node,2,30,0.9542645241038319
rd_node,3,0,1.0
rd_node,3,1,0.9987639060568603
rd_node,3,2,0.9975278121137207
rd_node,3,3,0.9962917181705809
rd_node,3,4,0.9938195302843016
rd_node,3,5,0.992583436341162
rd_node,3,6,0.9913473423980222
rd_node,3,7,0.9901112484548825
rd_node,3,8,0.9876390605686032
rd_node,3,9,0.9864029666254636
rd_node,3,10,0.9851668726823238
rd_node,3,11,0.9839307787391842
rd_node,3,12,0.9826946847960445
rd_node,3,13,0.9802224969097652
rd_node,3,14,0.9789864029666254
rd_node,3,15,0.9777503090234858
rd_node,3,16,0.9765142150803461
rd_node,3,17,0.9740420271940667
rd_node,3,18,0.9728059332509271
rd_node,3,19,0.9715698393077874
rd_node,3,20,0.9703337453646477
rd_node,3,21,0.969097651421508
rd_node,3,22,0.9678615574783683
rd_node,3,23,0.9666254635352287
rd_node,3,24,0.9641532756489494
rd_node,3,25,0.9616810877626699
rd_node,3,26,0.9592088998763906
rd_node,3,27,0.957972805933251
rd_node,3,28,0.9567367119901112
rd_node,3,29,0.9555006180469716
rd_node,3,30,0.9542645241038319
rd_node,4,0,1.0
rd_node,4,1,0.9987639060568603
rd_node,4,2,0.9975278121137207
rd_node,4,3,0.9962917181705809
rd_node,4,4,0.9938195302843016
rd_node,4,5,0.992583436341162
rd_node,4,6,0.9913473423980222
rd_node,4,7,0.9901112484548825
rd_node,4,8,0.9876390605686032
rd_node,4,9,0.9864029666254636
rd_node,4,10,0.9851668726823238
rd_node,4,11,0.9839307787391842
rd_node,4,12,0.9826946847960445
rd_node,4,13,0.9802224969097652
rd_node,4,14,0.9789864029666254
rd_node,4,15,0.9777503090234858
rd_node,4,16,0.9765142150803461
rd_node,4,17,0.9740420271940667
rd_node,4,18,0.9728059332509271
rd_node,4,19,0.9715698393077874
rd_node,4,20,0.9703337453646477
rd_node,4,21,0.969097651421508
rd_node,4,22,0.9678615574783683
rd_node,4,23,0.9666254635352287
rd_node,4,24,0.9641532756489494
rd_node,4,25,0.9616810877626699
rd_node,4,26,0.9592088998763906
rd_node,4,27,0.957972805933251
rd_node,4,28,0.9567367119901112
rd_node,4,29,0.9555006180469716
rd_node,4,30,0.9542645241038319
rd_node,5,0,1.0
rd_node,5,1,0.9987639060568603
rd_node,5,2,0.9975278121137207
rd_node,5,3,0.9962917181705809
rd_node,5,4,0.9938195302843016
rd_node,5,5,0.992583436341162
rd_node,5,6,0.9913473423980222
rd_node,5,7,0.9901112484548825
rd_node,5,8,0.9876390605686032
rd_node,5,9,0.9864029666254636
rd_node,5,10,0.9851668726823238
rd_node,5,11,0.9839307787391842
